hash,token_count,title,combined_title,filename,content
e1e1dfe1,333,Redirects,Form actions > Anatomy of an action > Redirects,/20-core-concepts/30-form-actions.md,"Redirects (and errors) work exactly the same as in [`load`](load#redirects): ```diff
/// file: src/routes/login/+page.server.js
+import { fail, redirect } from '@sveltejs/kit';

/** @type {import('./$types').Actions} */
export const actions = {
+	login: async ({ cookies, request, url }) => {
		const data = await request.formData();
		const email = data.get('email');
		const password = data.get('password');

		const user = await db.getUser(email);
		if (!user) {
			return fail(400, { email, missing: true });
		}

		if (user.password !== hash(password)) {
			return fail(400, { email, incorrect: true });
		}

		cookies.set('sessionid', await db.createSession(user));

+		if (url.searchParams.has('redirectTo')) {
+			throw redirect(303, url.searchParams.get('redirectTo'));
+		}

		return { success: true };
	},
	register: async (event) => {
		// TODO register the user
	}
};
``` "
6095d495,509,Loading data,Form actions > Loading data,/20-core-concepts/30-form-actions.md,"After an action runs, the page will be re-rendered (unless a redirect or an unexpected error occurs), with the action's return value available to the page as the `form` prop. This means that your page's `load` functions will run after the action completes. Note that `handle` runs before the action is invoked, and does not re-run before the `load` functions. This means that if, for example, you use `handle` to populate `event.locals` based on a cookie, you must update `event.locals` when you set or delete the cookie in an action: ```js
/// file: src/hooks.server.js
// @filename: ambient.d.ts
declare namespace App {
	interface Locals {
		user: {
			name: string;
		} | null
	}
}

// @filename: global.d.ts
declare global {
	function getUser(sessionid: string | undefined): {
		name: string;
	};
}

export {};

// @filename: index.js
// 
/** @type {import('@sveltejs/kit').Handle} */
export async function handle({ event, resolve }) {
	event.locals.user = await getUser(event.cookies.get('sessionid'));
	return resolve(event);
}
``` ```js
/// file: src/routes/account/+page.server.js
// @filename: ambient.d.ts
declare namespace App {
	interface Locals {
		user: {
			name: string;
		} | null
	}
}

// @filename: index.js
// 
/** @type {import('./$types').PageServerLoad} */
export function load(event) {
	return {
		user: event.locals.user
	};
}

/** @type {import('./$types').Actions} */
export const actions = {
	logout: async (event) => {
		event.cookies.delete('sessionid');
		event.locals.user = null;
	}
};
``` "
efd482d4,82,Progressive enhancement,Form actions > Progressive enhancement,/20-core-concepts/30-form-actions.md,"In the preceding sections we built a `/login` action that [works without client-side JavaScript](https://kryogenix.org/code/browser/everyonehasjs.html) — not a `fetch` in sight. That's great, but when JavaScript *is* available we can progressively enhance our form interactions to provide a better user experience. "
88ad7ead,594,use:enhance,Form actions > Progressive enhancement > use:enhance,/20-core-concepts/30-form-actions.md,"The easiest way to progressively enhance a form is to add the `use:enhance` action: ```diff
/// file: src/routes/login/+page.svelte
<script>
+	import { enhance } from '$app/forms';

	/** @type {import('./$types').ActionData} */
	export let form;
</script>

+<form method=""POST"" use:enhance>
``` > Yes, it's a little confusing that the `enhance` action and `<form action>` are both called 'action'. These docs are action-packed. Sorry. Without an argument, `use:enhance` will emulate the browser-native behaviour, just without the full-page reloads. It will: *   update the `form` property, `$page.form` and `$page.status` on a successful or invalid response, but only if the action is on the same page you're submitting from. So for example if your form looks like `<form action=""/somewhere/else"" ..>`, `form` and `$page` will *not* be updated. This is because in the native form submission case you would be redirected to the page the action is on.
*   reset the `<form>` element and invalidate all data using `invalidateAll` on a successful response
*   call `goto` on a redirect response
*   render the nearest `+error` boundary if an error occurs
*   [reset focus](accessibility#focus-management) to the appropriate element To customise the behaviour, you can provide a `SubmitFunction` that runs immediately before the form is submitted, and (optionally) returns a callback that runs with the `ActionResult`. Note that if you return a callback, the default behavior mentioned above is not triggered. To get it back, call `update`. ```svelte
<form
	method=""POST""
	use:enhance={({ form, data, action, cancel }) => {
		// `form` is the `<form>` element
		// `data` is its `FormData` object
		// `action` is the URL to which the form is posted
		// `cancel()` will prevent the submission

		return async ({ result, update }) => {
			// `result` is an `ActionResult` object
			// `update` is a function which triggers the logic that would be triggered if this callback wasn't set
		};
	}}
>
``` You can use these functions to show and hide loading UI, and so on. "
9189e989,441,applyAction,Form actions > Progressive enhancement > applyAction,/20-core-concepts/30-form-actions.md,"If you provide your own callbacks, you may need to reproduce part of the default `use:enhance` behaviour, such as showing the nearest `+error` boundary. Most of the time, calling `update` passed to the callback is enough. If you need more customization you can do so with `applyAction`: ```diff
/// file: src/routes/login/+page.svelte
<script>
+	import { enhance, applyAction } from '$app/forms';

	/** @type {import('./$types').ActionData} */
	export let form;
</script>

<form
	method=""POST""
	use:enhance={({ form, data, action, cancel }) => {
		// `form` is the `<form>` element
		// `data` is its `FormData` object
		// `action` is the URL to which the form is posted
		// `cancel()` will prevent the submission

		return async ({ result }) => {
			// `result` is an `ActionResult` object
+			if (result.type === 'error') {
+				await applyAction(result);
+			}
		};
	}}
>
``` The behaviour of `applyAction(result)` depends on `result.type`: *   `success`, `failure` — sets `$page.status` to `result.status` and updates `form` and `$page.form` to `result.data` (regardless of where you are submitting from, in contrast to `update` from `enhance`)
*   `redirect` — calls `goto(result.location)`
*   `error` — renders the nearest `+error` boundary with `result.error` In all cases, [focus will be reset](accessibility#focus-management). "
556e376e,508,Custom event listener,Form actions > Progressive enhancement > Custom event listener,/20-core-concepts/30-form-actions.md,"We can also implement progressive enhancement ourselves, without `use:enhance`, with a normal event listener on the `<form>`: ```svelte
/// file: src/routes/login/+page.svelte
<script>
	import { invalidateAll, goto } from '$app/navigation';
	import { applyAction, deserialize } from '$app/forms';

	/** @type {import('./$types').ActionData} */
	export let form;

	/** @type {any} */
	let error;

	async function handleSubmit(event) {
		const data = new FormData(this);

		const response = await fetch(this.action, {
			method: 'POST',
			body: data
		});

		/** @type {import('@sveltejs/kit').ActionResult} */
		const result = deserialize(await response.text());

		if (result.type === 'success') {
			// re-run all `load` functions, following the successful update
			await invalidateAll();
		}

		applyAction(result);
	}
</script>

<form method=""POST"" on:submit|preventDefault={handleSubmit}>
	<!-- content -->
</form>
``` Note that you need to `deserialize` the response before processing it further using the corresponding method from `$app/forms`. `JSON.parse()` isn't enough because form actions - like `load` functions - also support returning `Date` or `BigInt` objects. If you have a `+server.js` alongside your `+page.server.js`, `fetch` requests will be routed there by default. To `POST` to an action in `+page.server.js` instead, use the custom `x-sveltekit-action` header: ```diff
const response = await fetch(this.action, {
	method: 'POST',
	body: data,
+	headers: {
+		'x-sveltekit-action': 'true'
+	}
});
``` "
b28d5a8d,56,Alternatives,Form actions > Alternatives,/20-core-concepts/30-form-actions.md,"Form actions are the preferred way to send data to the server, since they can be progressively enhanced, but you can also use [`+server.js`](routing#server) files to expose (for example) a JSON API. "
2ce622e6,252,GET vs POST,Form actions > GET vs POST,/20-core-concepts/30-form-actions.md,"As we've seen, to invoke a form action you must use `method=""POST""`. Some forms don't need to `POST` data to the server — search inputs, for example. For these you can use `method=""GET""` (or, equivalently, no `method` at all), and SvelteKit will treat them like `<a>` elements, using the client-side router instead of a full page navigation: ```html
<form action=""/search"">
	<label>
		Search
		<input name=""q"">
	</label>
</form>
``` Submitting this form will navigate to `/search?q=...` and invoke your load function but will not invoke an action. As with `<a>` elements, you can set the [`data-sveltekit-reload`](link-options#data-sveltekit-reload) and [`data-sveltekit-noscroll`](link-options#data-sveltekit-noscroll) attributes on the `<form>` to control the router's behaviour. "
b8c3eec3,334,Page options,Page options,/20-core-concepts/40-page-options.md,"By default, SvelteKit will render (or [prerender](glossary#prerendering)) any component first on the server and send it to the client as HTML. It will then render the component again in the browser to make it interactive in a process called [**hydration**](glossary#hydration). For this reason, you need to ensure that components can run in both places. SvelteKit will then initialize a [**router**](routing) that takes over subsequent navigations. You can control each of these on a page-by-page basis by exporting options from [`+page.js`](routing#page-page-js) or [`+page.server.js`](routing#page-page-server-js), or for groups of pages using a shared [`+layout.js`](routing#layout-layout-js) or [`+layout.server.js`](routing#layout-layout-server-js). To define an option for the whole app, export it from the root layout. Child layouts and pages override values set in parent layouts, so — for example — you can enable prerendering for your entire app then disable it for pages that need to be dynamically rendered. You can mix and match these options in different areas of your app. For example you could prerender your marketing page for maximum speed, server-render your dynamic pages for SEO and accessibility and turn your admin section into an SPA by rendering it on the client only. This makes SvelteKit very versatile. "
4d1b111b,504,prerender,Page options > prerender,/20-core-concepts/40-page-options.md,"It's likely that at least some routes of your app can be represented as a simple HTML file generated at build time. These routes can be [*prerendered*](glossary#prerendering). ```js
/// file: +page.js/+page.server.js/+server.js
export const prerender = true;
``` Alternatively, you can set `export const prerender = true` in your root `+layout.js` or `+layout.server.js` and prerender everything except pages that are explicitly marked as *not* prerenderable: ```js
/// file: +page.js/+page.server.js/+server.js
export const prerender = false;
``` Routes with `prerender = true` will be excluded from manifests used for dynamic SSR, making your server (or serverless/edge functions) smaller. In some cases you might want to prerender a route but also include it in the manifest (for example, with a route like `/blog/[slug]` where you want to prerender your most recent/popular content but server-render the long tail) — for these cases, there's a third option, 'auto': ```js
/// file: +page.js/+page.server.js/+server.js
export const prerender = 'auto';
``` > If your entire app is suitable for prerendering, you can use [`adapter-static`](https://github.com/sveltejs/kit/tree/master/packages/adapter-static), which will output files suitable for use with any static webserver. The prerenderer will start at the root of your app and generate files for any prerenderable pages or `+server.js` routes it finds. Each page is scanned for `<a>` elements that point to other pages that are candidates for prerendering — because of this, you generally don't need to specify which pages should be accessed. If you *do* need to specify which pages should be accessed by the prerenderer, you can do so with the `entries` option in the [prerender configuration](configuration#prerender). While prerendering, the value of `building` imported from [`$app/environment`](modules#$app-environment) will be `true`. "
43418541,195,Prerendering server routes,Page options > prerender > Prerendering server routes,/20-core-concepts/40-page-options.md,"Unlike the other page options, `prerender` also applies to `+server.js` files. These files are *not* affected from layouts, but will inherit default values from the pages that fetch data from them, if any. For example if a `+page.js` contains this `load` function... ```js
/// file: +page.js
export const prerender = true;

/** @type {import('./$types').PageLoad} */
export async function load({ fetch }) {
	const res = await fetch('/my-server-route.json');
	return await res.json();
}
``` ...then `src/routes/my-server-route.json/+server.js` will be treated as prerenderable if it doesn't contain its own `export const prerender = false`. "
8c987818,230,When not to prerender,Page options > prerender > When not to prerender,/20-core-concepts/40-page-options.md,"The basic rule is this: for a page to be prerenderable, any two users hitting it directly must get the same content from the server. > Not all pages are suitable for prerendering. Any content that is prerendered will be seen by all users. You can of course fetch personalized data in `onMount` in a prerendered page, but this may result in a poorer user experience since it will involve blank initial content or loading indicators. Note that you can still prerender pages that load data based on the page's parameters, such as a `src/routes/blog/[slug]/+page.svelte` route. Accessing [`url.searchParams`](load#using-url-data-url) during prerendering is forbidden. If you need to use it, ensure you are only doing so in the browser (for example in `onMount`). Pages with [actions](form-actions) cannot be prerendered, because a server must be able to handle the action `POST` requests. "
ff7fd67f,75,Prerender and ssr,Page options > prerender > Prerender and ssr,/20-core-concepts/40-page-options.md,"If you set the [ssr option](#ssr) to `false`, each request will result in the same empty HTML shell. Since this would result in unnecessary work, SvelteKit defaults to prerendering any pages it finds where `prerender` is not explicitly set to `false`. "
a91f903f,215,Route conflicts,Page options > prerender > Route conflicts,/20-core-concepts/40-page-options.md,"Because prerendering writes to the filesystem, it isn't possible to have two endpoints that would cause a directory and a file to have the same name. For example, `src/routes/foo/+server.js` and `src/routes/foo/bar/+server.js` would try to create `foo` and `foo/bar`, which is impossible. For that reason among others, it's recommended that you always include a file extension — `src/routes/foo.json/+server.js` and `src/routes/foo/bar.json/+server.js` would result in `foo.json` and `foo/bar.json` files living harmoniously side-by-side. For *pages*, we skirt around this problem by writing `foo/index.html` instead of `foo`. Note that this will disable client-side routing for any navigation from this page, regardless of whether the router is already active. "
73582e58,276,Troubleshooting,Page options > prerender > Troubleshooting,/20-core-concepts/40-page-options.md,"If you encounter an error like 'The following routes were marked as prerenderable, but were not prerendered' it's because the route in question (or a parent layout, if it's a page) has `export const prerender = true` but the page wasn't actually prerendered, because it wasn't reached by the prerendering crawler. Since these routes cannot be dynamically server-rendered, this will cause errors when people try to access the route in question. There are two ways to fix it: *   Ensure that SvelteKit can find the route by following links from [`config.kit.prerender.entries`](configuration#prerender). Add links to dynamic routes (i.e. pages with `[parameters]` ) to this option if they are not found through crawling the other entry points, else they are not prerendered because SvelteKit doesn't know what value the parameters should have. Pages not marked as prerenderable will be ignored and their links to other pages will not be crawled, even if some of them would be prerenderable.
*   Change `export const prerender = true` to `export const prerender = 'auto'`. Routes with `'auto'` can be dynamically server rendered "
9d4468c4,176,ssr,Page options > ssr,/20-core-concepts/40-page-options.md,"Normally, SvelteKit renders your page on the server first and sends that HTML to the client where it's [hydrated](glossary#hydration). If you set `ssr` to `false`, it renders an empty 'shell' page instead. This is useful if your page is unable to be rendered on the server (because you use browser-only globals like `document` for example), but in most situations it's not recommended ([see appendix](glossary#ssr)). ```js
/// file: +page.js
export const ssr = false;
``` If you add `export const ssr = false` to your root `+layout.js`, your entire app will only be rendered on the client — which essentially means you turn your app into an SPA. "
b2e6a0e6,118,csr,Page options > csr,/20-core-concepts/40-page-options.md,"Ordinarily, SvelteKit [hydrates](glossary#hydration) your server-rendered HTML into an interactive client-side-rendered (CSR) page. Some pages don't require JavaScript at all — many blog posts and 'about' pages fall into this category. In these cases you can disable CSR: ```js
/// file: +page.js
export const csr = false;
``` > If both `ssr` and `csr` are `false`, nothing will be rendered! "
ece24062,296,trailingSlash,Page options > trailingSlash,/20-core-concepts/40-page-options.md,"By default, SvelteKit will remove trailing slashes from URLs — if you visit `/about/`, it will respond with a redirect to `/about`. You can change this behaviour with the `trailingSlash` option, which can be one of `'never'` (the default), `'always'`, or `'ignore'`. As with other page options, you can export this value from a `+layout.js` or a `+layout.server.js` and it will apply to all child pages. You can also export the configuration from `+server.js` files. ```js
/// file: src/routes/+layout.js
export const trailingSlash = 'always';
``` This option also affects [prerendering](#prerender). If `trailingSlash` is `always`, a route like `/about` will result in an `about/index.html` file, otherwise it will create `about.html`, mirroring static webserver conventions. > Ignoring trailing slashes is not recommended — the semantics of relative paths differ between the two cases (`./y` from `/x` is `/y`, but from `/x/` is `/x/y`), and `/x` and `/x/` are treated as separate URLs which is harmful to SEO. "
8dbcbdbc,444,config,Page options > config,/20-core-concepts/40-page-options.md,"With the concept of [adapters](/docs/adapters), SvelteKit is able to run on a variety of platforms. Each of these might have specific configuration to further tweak the deployment — for example on Vercel you could choose to deploy some parts of your app on the edge and others on serverless environments. `config` is an object with key-value pairs at the top level. Beyond that, the concrete shape is dependent on the adapter you're using. Every adapter should provide a `Config` interface to import for type safety. Consult the documentation of your adapter for more information. ```js
// @filename: ambient.d.ts
declare module 'some-adapter' {
	export interface Config { runtime: string }
}

// @filename: index.js
// 
/// file: src/routes/+page.js
/** @type {import('some-adapter').Config} */
export const config = {
	runtime: 'edge'
};
``` `config` objects are merged at the top level (but *not* deeper levels). This means you don't need to repeat all the values in a `+page.js` if you want to only override some of the values in the upper `+layout.js`. For example this layout configuration... ```js
/// file: src/routes/+layout.js
export const config = {
	runtime: 'edge',
	regions: 'all',
	foo: {
		bar: true
	}
}
``` ...is overridden by this page configuration... ```js
/// file: src/routes/+page.js
export const config = {
	regions: ['us1', 'us2'],
	foo: {
		baz: true
	}
}
``` ...which results in the config value `{ runtime: 'edge', regions: ['us1', 'us2'], foo: { baz: true } }` for that page. "
baf10af1,114,Building your app,Building your app,/25-build-and-deploy/10-building-your-app.md,"Building a SvelteKit app happens in two stages, which both happen when you run `vite build` (usually via `npm run build`). Firstly, Vite creates an optimized production build of your server code, your browser code, and your service worker (if you have one). [Prerendering](page-options#prerender) is executed at this stage, if appropriate. Secondly, an *adapter* takes this production build and tunes it for your target environment — more on this on the following pages. "
12a03b00,144,During the build,Building your app > During the build,/25-build-and-deploy/10-building-your-app.md,"SvelteKit will load your `+page/layout(.server).js` files (and all files they import) for analysis during the build. Any code that should *not* be executed at this stage must check that `building` from [`$app/environment`](modules#$app-environment) is `false`: ```diff
+import { building } from '$app/environment';
import { setupMyDatabase } from '$lib/server/database';

+if (!building) {
	setupMyDatabase();
+}

export function load() {
	// ...
}
``` "
dfed2eed,83,Preview your app,Building your app > Preview your app,/25-build-and-deploy/10-building-your-app.md,"After building, you can view your production build locally with `vite preview` (via `npm run preview`). Note that this will run the app in Node, and so is not a perfect reproduction of your deployed app — adapter-specific adjustments like the [`platform` object](adapters#platform-specific-context) do not apply to previews. "
4a0b500b,273,Adapters,Adapters,/25-build-and-deploy/20-adapters.md,"Before you can deploy your SvelteKit app, you need to *adapt* it for your deployment target. Adapters are small plugins that take the built app as input and generate output for deployment. Official adapters exist for a variety of platforms — these are documented on the following pages: *   [`@sveltejs/adapter-cloudflare`](adapter-cloudflare) for Cloudflare Pages
*   [`@sveltejs/adapter-cloudflare-workers`](adapter-cloudflare-workers) for Cloudflare Workers
*   [`@sveltejs/adapter-netlify`](adapter-netlify) for Netlify
*   [`@sveltejs/adapter-node`](adapter-node) for Node servers
*   [`@sveltejs/adapter-static`](adapter-static) for static site generation (SSG)
*   [`@sveltejs/adapter-vercel`](adapter-vercel) for Vercel Additional [community-provided adapters](https://sveltesociety.dev/components#adapters) exist for other platforms. "
9a91ca91,183,Using adapters,Adapters > Using adapters,/25-build-and-deploy/20-adapters.md,"Your adapter is specified in `svelte.config.js`: ```js
/// file: svelte.config.js
// @filename: ambient.d.ts
declare module 'svelte-adapter-foo' {
	const adapter: (opts: any) => import('@sveltejs/kit').Adapter;
	export default adapter;
}

// @filename: index.js
// 
import adapter from 'svelte-adapter-foo';

/** @type {import('@sveltejs/kit').Config} */
const config = {
	kit: {
		adapter: adapter({
			// adapter options go here
		})
	}
};

export default config;
``` "
70945894,87,Platform-specific context,Adapters > Platform-specific context,/25-build-and-deploy/20-adapters.md,"Some adapters may have access to additional information about the request. For example, Cloudflare Workers can access an `env` object containing KV namespaces etc. This can be passed to the `RequestEvent` used in [hooks](hooks) and [server routes](routing#server) as the `platform` property — consult each adapter's documentation to learn more. "
9d4b854b,319,Zero-config deployments,Zero-config deployments,/25-build-and-deploy/30-adapter-auto.md,"When you create a new SvelteKit project with `npm create svelte@latest`, it installs [`adapter-auto`](https://github.com/sveltejs/kit/tree/master/packages/adapter-auto) by default. This adapter automatically installs and uses the correct adapter for supported environments when you deploy: *   [`@sveltejs/adapter-cloudflare`](adapter-cloudflare) for [Cloudflare Pages](https://developers.cloudflare.com/pages/)
*   [`@sveltejs/adapter-netlify`](adapter-netlify) for [Netlify](https://netlify.com/)
*   [`@sveltejs/adapter-vercel`](adapter-vercel) for [Vercel](https://vercel.com/)
*   [`svelte-adapter-azure-swa`](https://github.com/geoffrich/svelte-adapter-azure-swa) for [Azure Static Web Apps](https://docs.microsoft.com/en-us/azure/static-web-apps/) It's recommended to install the appropriate adapter to your `devDependencies` once you've settled on a target environment, since this will add the adapter to your lockfile and slightly improve install times on CI. "
76e1aae1,78,Environment-specific configuration,Zero-config deployments > Environment-specific configuration,/25-build-and-deploy/30-adapter-auto.md,"To add configuration options, such as `{ edge: true }` in [`adapter-vercel`](adapter-vercel) and [`adapter-netlify`](adapter-netlify), you must install the underlying adapter — `adapter-auto` does not take any options. "
865cc65,64,Adding community adapters,Zero-config deployments > Adding community adapters,/25-build-and-deploy/30-adapter-auto.md,You can add zero-config support for additional adapters by editing [adapters.js](https://github.com/sveltejs/kit/blob/master/packages/adapter-auto/adapters.js) and opening a pull request. 
ef91d691,44,Node servers,Node servers,/25-build-and-deploy/40-adapter-node.md,"To generate a standalone Node server, use [`adapter-node`](https://github.com/sveltejs/kit/tree/master/packages/adapter-node). "
eaf114f1,104,Usage,Node servers > Usage,/25-build-and-deploy/40-adapter-node.md,"Install with `npm i -D @sveltejs/adapter-node`, then add the adapter to your `svelte.config.js`: ```js
// @errors: 2307
/// file: svelte.config.js
import adapter from '@sveltejs/adapter-node';

export default {
	kit: {
		adapter: adapter()
	}
};
``` "
4dc5b9c5,175,Deploying,Node servers > Deploying,/25-build-and-deploy/40-adapter-node.md,"First, build your app with `npm run build`. This will create the production server in the output directory specified in the adapter options, defaulting to `build`. You will need the output directory, the project's `package.json`, and the production dependencies in `node_modules` to run the application. Production dependencies can be generated with `npm ci --prod` (you can skip this step if your app doesn't have any dependencies). You can then start your app with this command: ```bash
node build
``` Development dependencies will be bundled into your app using [Rollup](https://rollupjs.org). To control whether a given package is bundled or externalised, place it in `devDependencies` or `dependencies` respectively in your `package.json`. "
6fc0c5c0,147,Environment variables,Node servers > Environment variables,/25-build-and-deploy/40-adapter-node.md,"In `dev` and `preview`, SvelteKit will read environment variables from your `.env` file (or `.env.local`, or `.env.[mode]`, [as determined by Vite](https://vitejs.dev/guide/env-and-mode.html#env-files).) In production, `.env` files are *not* automatically loaded. To do so, install `dotenv` in your project... ```bash
npm install dotenv
``` ...and invoke it before running the built app: ```diff
-node build
+node -r dotenv/config build
``` "
619b241b,70, and ,Node servers > Environment variables >  and ,/25-build-and-deploy/40-adapter-node.md,"By default, the server will accept connections on `0.0.0.0` using port 3000. These can be customised with the `PORT` and `HOST` environment variables:     HOST=127.0.0.1 PORT=4000 node build "
12f2b6f2,341,",  and ","Node servers > Environment variables > ,  and ",/25-build-and-deploy/40-adapter-node.md,"HTTP doesn't give SvelteKit a reliable way to know the URL that is currently being requested. The simplest way to tell SvelteKit where the app is being served is to set the `ORIGIN` environment variable:     ORIGIN=https://my.site node build With this, a request for the `/stuff` pathname will correctly resolve to `https://my.site/stuff`. Alternatively, you can specify headers that tell SvelteKit about the request protocol and host, from which it can construct the origin URL:     PROTOCOL_HEADER=x-forwarded-proto HOST_HEADER=x-forwarded-host node build > [`x-forwarded-proto`](https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Forwarded-Proto) and [`x-forwarded-host`](https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Forwarded-Host) are de facto standard headers that forward the original protocol and host if you're using a reverse proxy (think load balancers and CDNs). You should only set these variables if your server is behind a trusted reverse proxy; otherwise, it'd be possible for clients to spoof these headers. If `adapter-node` can't correctly determine the URL of your deployment, you may experience this error when using [form actions](form-actions): > Cross-site POST form submissions are forbidden "
eac78ac7,474, and ,Node servers > Environment variables >  and ,/25-build-and-deploy/40-adapter-node.md,"The [RequestEvent](types#public-types-requestevent) object passed to hooks and endpoints includes an `event.getClientAddress()` function that returns the client's IP address. By default this is the connecting `remoteAddress`. If your server is behind one or more proxies (such as a load balancer), this value will contain the innermost proxy's IP address rather than the client's, so we need to specify an `ADDRESS_HEADER` to read the address from:     ADDRESS_HEADER=True-Client-IP node build > Headers can easily be spoofed. As with `PROTOCOL_HEADER` and `HOST_HEADER`, you should [know what you're doing](https://adam-p.ca/blog/2022/03/x-forwarded-for/) before setting these. If the `ADDRESS_HEADER` is `X-Forwarded-For`, the header value will contain a comma-separated list of IP addresses. The `XFF_DEPTH` environment variable should specify how many trusted proxies sit in front of your server. E.g. if there are three trusted proxies, proxy 3 will forward the addresses of the original connection and the first two proxies:     <client address>, <proxy 1 address>, <proxy 2 address> Some guides will tell you to read the left-most address, but this leaves you [vulnerable to spoofing](https://adam-p.ca/blog/2022/03/x-forwarded-for/):     <spoofed address>, <client address>, <proxy 1 address>, <proxy 2 address> We instead read from the *right*, accounting for the number of trusted proxies. In this case, we would use `XFF_DEPTH=3`. > If you need to read the left-most address instead (and don't care about spoofing) — for example, to offer a geolocation service, where it's more important for the IP address to be *real* than *trusted*, you can do so by inspecting the `x-forwarded-for` header within your app. "
25e2e162,64,,Node servers > Environment variables,/25-build-and-deploy/40-adapter-node.md,The maximum request body size to accept in bytes including while streaming. Defaults to 512kb. You can disable this option with a value of 0 and implement a custom check in [`handle`](hooks#server-hooks-handle) if you need something more advanced. 
d066c466,128,Options,Node servers > Options,/25-build-and-deploy/40-adapter-node.md,"The adapter can be configured with various options: ```js
// @errors: 2307
/// file: svelte.config.js
import adapter from '@sveltejs/adapter-node';

export default {
	kit: {
		adapter: adapter({
			// default options are shown
			out: 'build',
			precompress: false,
			envPrefix: '',
			polyfill: true
		})
	}
};
``` "
754d354,42,out,Node servers > Options > out,/25-build-and-deploy/40-adapter-node.md,The directory to build the server to. It defaults to `build` — i.e. `node build` would start the server locally after it has been created. 
189f169f,35,precompress,Node servers > Options > precompress,/25-build-and-deploy/40-adapter-node.md,Enables precompressing using gzip and brotli for assets and prerendered pages. It defaults to `false`. 
72c8bac8,122,envPrefix,Node servers > Options > envPrefix,/25-build-and-deploy/40-adapter-node.md,"If you need to change the name of the environment variables used to configure the deployment (for example, to deconflict with environment variables you don't control), you can specify a prefix: ```js
envPrefix: 'MY_CUSTOM_';
``` ```sh
MY_CUSTOM_HOST=127.0.0.1 \
MY_CUSTOM_PORT=4000 \
MY_CUSTOM_ORIGIN=https://my.site \
node build
``` "
d56ce56c,42,polyfill,Node servers > Options > polyfill,/25-build-and-deploy/40-adapter-node.md,"Controls whether your build will load polyfills for missing modules. It defaults to `true`, and should only be disabled when using Node 18.11 or greater. "
f1849384,330,Custom server,Node servers > Custom server,/25-build-and-deploy/40-adapter-node.md,"The adapter creates two files in your build directory — `index.js` and `handler.js`. Running `index.js` — e.g. `node build`, if you use the default build directory — will start a server on the configured port. Alternatively, you can import the `handler.js` file, which exports a handler suitable for use with [Express](https://github.com/expressjs/expressjs.com), [Connect](https://github.com/senchalabs/connect) or [Polka](https://github.com/lukeed/polka) (or even just the built-in [`http.createServer`](https://nodejs.org/dist/latest/docs/api/http.html#httpcreateserveroptions-requestlistener)) and set up your own server: ```js
// @errors: 2307 7006
/// file: my-server.js
import { handler } from './build/handler.js';
import express from 'express';

const app = express();

// add a route that lives separately from the SvelteKit app
app.get('/healthcheck', (req, res) => {
	res.end('ok');
});

// let SvelteKit handle everything else, including serving prerendered pages and static assets
app.use(handler);

app.listen(3000, () => {
	console.log('listening on port 3000');
});
``` "
f81d5edd,153,Is there a hook for cleaning up before the server exits?,Node servers > Troubleshooting > Is there a hook for cleaning up before the server exits?,/25-build-and-deploy/40-adapter-node.md,"There's nothing built-in to SvelteKit for this, because such a cleanup hook depends highly on the execution environment you're on. For Node, you can use its built-in `process.on(..)` to implement a callback that runs before the server exits: ```js
// @errors: 2304 2580
function shutdownGracefully() {
	// anything you need to clean up manually goes in here
	db.shutdown();
}

process.on('SIGINT', shutdownGracefully);
process.on('SIGTERM', shutdownGracefully);
``` "
18edd4ed,103,Static site generation,Static site generation,/25-build-and-deploy/50-adapter-static.md,"To use SvelteKit as a static site generator (SSG), use [`adapter-static`](https://github.com/sveltejs/kit/tree/master/packages/adapter-static). This will prerender your entire site as a collection of static files. If you'd like to prerender only some pages, you will need to use a different adapter together with [the `prerender` option](page-options#prerender). "
60c8b8c8,334,Usage,Static site generation > Usage,/25-build-and-deploy/50-adapter-static.md,"Install with `npm i -D @sveltejs/adapter-static`, then add the adapter to your `svelte.config.js`: ```js
// @errors: 2307
/// file: svelte.config.js
import adapter from '@sveltejs/adapter-static';

export default {
	kit: {
		adapter: adapter({
			// default options are shown. On some platforms
			// these options are set automatically — see below
			pages: 'build',
			assets: 'build',
			fallback: null,
			precompress: false,
			strict: true
		})
	}
};
``` ...and add the [`prerender`](page-options#prerender) option to your root layout: ```js
/// file: src/routes/+layout.js
// This can be false if you're using a fallback (i.e. SPA mode)
export const prerender = true;
``` > You must ensure SvelteKit's [`trailingSlash`](page-options#trailingslash) option is set appropriately for your environment. If your host does not render `/a.html` upon receiving a request for `/a` then you will need to set `trailingSlash: 'always'` to create `/a/index.html` instead. "
f6d1f8d1,118,Zero-config support,Static site generation > Zero-config support,/25-build-and-deploy/50-adapter-static.md,"Some platforms have zero-config support (more to come in future): *   [Vercel](https://vercel.com) On these platforms, you should omit the adapter options so that `adapter-static` can provide the optimal configuration: ```diff
/// file: svelte.config.js
export default {
	kit: {
-		adapter: adapter({...}),
+		adapter: adapter(),
		}
	}
};
``` "
8994a594,24,pages,Static site generation > Options > pages,/25-build-and-deploy/50-adapter-static.md,The directory to write prerendered pages to. It defaults to `build`. 
